"index","SEM 1 SGPA","SEM 1 KT","SEM 2 SGPA","SEM 2 KT","SEM 3 SGPA","SEM 3 KT","SEM 4 SGPA","SEM 4 KT","SEM 5 SGPA","SEM 5 KT","SEM 6 SGPA","SEM 6 KT","SEM 7 SGPA","SEM 7 KT","SEM 8 SGPA","Hours_On_Assignment","Hours_On_Studies","Travel_Time","Attendance","Internet_Availability","Internet_Speed","Mode_Of_Transportation","2_hrs_lect","Submissions","5_hrs_lect","5_hrs_pracs","Coaching_classes","Teacher's Feedback","Label","Scocial_Skills","Average pointer","Cleaned_Feedback"
"0","7.1","0","6.85","0","7.2","1.0","7.3","0.0","7.6","0","6.9","0.0","7.2","0","6.9","1","0","2","3","1","0","1","0","0","0","0","0","Disciplined and hard working","1","0","7.13125","disciplin hard work"
"1","7.2","0","7.1","0","6.11","0.0","6.67","0.0","7.14","0","7.71","0.0","7.2","0","7.3","0","0","2","4","1","0","1","1","1","0","0","1","Good leadership skills","1","1","7.05375","good leadership skill"
"2","3.8","4","4.2","2","4.2","1.0","3.8","2.0","4.35","0","3.89","0.0","3.7","0","4.53","0","0","3","4","1","0","1","0","1","0","0","0","Very talkative and Poor attendance","0","0","4.05875","talkat poor attend"
"3","6.91","1","6.6","2","5.82","1.0","6.1","0.0","7.71","0","6.7","0.0","6.2","0","6.0","1","0","2","4","1","0","1","0","1","0","1","0","Respectful to Authority and Others","1","0","6.505","respect author other"
"4","3.5","1","3.4","2","4.0","2.0","4.1","2.0","3.63","0","3.3","0.0","3.7","0","4.89","0","0","3","5","1","0","1","0","0","0","0","0","Bunk lectuer","0","0","3.815","bunk lectuer"
"5","4.97","2","4.95","1","4.87","1.0","4.85","2.0","3.86","0","4.61","0.0","3.76","0","4.82","0","0","2","5","1","0","1","0","1","0","0","0","Always late and Does not follow my lecture","0","0","4.58625","alway late follow lectur"
"6","4.8","0","7.85","0","7.43","0.0","7.5","0.0","7.6","0","7.4","0.0","7.4","0","7.8","0","0","3","2","0","0","3","0","1","0","1","0","Excellent performance","1","0","7.2225","excel perform"
"7","4.2","2","3.8","1","4.7","2.0","3.8","1.0","4.63","0","4.28","0.0","3.54","0","4.58","0","0","2","5","1","0","1","0","1","0","0","0","Not attentive","0","0","4.19125","attent"
"8","5.6","2","5.8","2","5.8","1.0","6.2","0.0","6.1","0","6.3","0.0","6.4","0","6.2","0","0","3","5","1","0","1","1","1","1","1","0","Good but can be better","1","1","6.05","good better"
"9","6.63","0","6.6","0","6.58","0.0","6.3","0.0","6.5","0","6.6","0.0","6.7","0","6.9","0","0","3","1","1","0","1","1","1","1","1","0","Excellent performance","1","0","6.60125","excel perform"
"10","3.6","1","3.7","1","4.1","1.0","3.4","3.0","3.87","0","4.19","0.0","4.78","0","4.25","0","0","2","5","1","0","2","0","0","0","0","0","Lagging Behind","0","0","3.98625","lag behind"
"11","4.1","1","3.5","1","3.6","2.0","3.7","2.0","3.25","0","3.9","0.0","3.5","0","3.65","0","0","1","5","1","0","1","0","1","0","0","0","Does not follow my lecture and Very talkative","0","0","3.65","follow lectur talkat"
"12","9.16","0","8.56","0","7.22","0.0","7.0","0.0","9.2","0","7.71","0.0","9.38","0","6.4","0","1","2","1","1","0","2","0","0","1","1","0","Self-Motivated","1","0","8.07875",""
"13","5.6","1","5.8","1","5.7","2.0","6.2","0.0","6.1","0","5.9","0.0","5.8","0","6.1","0","0","3","1","1","0","3","1","1","1","1","0","Excellent performance","1","0","5.9","excel perform"
"14","3.6","1","3.8","2","3.4","2.0","3.3","1.0","4.21","0","3.6","0.0","4.21","0","3.69","0","0","2","3","1","0","3","0","0","0","0","0","Needs improvement and Not attentive","0","0","3.72625","need improv attent"
"15","5.8","1","5.2","1","5.3","0.0","5.9","0.0","5.8","0","5.9","0.0","5.7","0","6.0","0","1","2","1","1","0","3","1","1","1","1","0","Disciplined and hard working","1","1","5.7","disciplin hard work"
"16","4.2","1","4.6","1","3.8","1.0","3.1","1.0","4.56","0","4.2","0.0","4.56","0","3.7","0","0","2","4","1","0","1","0","0","0","0","0","Does not follow my lecture","0","0","4.09","follow lectur"
"17","4.4","3","4.2","2","3.6","1.0","3.1","2.0","3.98","0","3.9","0.0","3.98","0","3.54","0","0","1","5","1","0","3","0","0","0","0","0","Bunk lectuer","0","0","3.8375","bunk lectuer"
"18","8.67","0","8.56","0","8.89","0.0","9.52","0.0","9.14","0","9.14","0.0","9.36","0","9.5","0","0","2","1","1","0","1","0","1","1","1","0","Willingness to Put Forth Effort","1","0","9.0975","willing put forth effort"
"19","7.74","0","7.5","1","7.73","0.0","7.8","0.0","7.9","0","7.4","0.0","7.8","0","8.0","0","0","3","2","1","0","1","0","1","1","1","0","Excellent performance","1","0","7.73375","excel perform"
"20","4.1","2","4.6","3","4.2","1.0","4.8","3.0","4.0","0","3.09","0.0","3.5","0","3.8","0","0","2","5","1","0","1","0","1","0","0","0","Does not follow my lecture and Very talkative","0","0","4.01125","follow lectur talkat"
"21","4.9","4","3.95","1","4.1","2.0","3.7","1.0","3.06","0","4.2","0.0","3.06","0","4.21","0","0","2","5","1","0","1","0","1","0","0","0","Disappointed performance","0","0","3.8975","disappoint perform"
"22","7.4","2","5.8","2","5.9","1.0","5.2","0.0","5.5","0","7.3","0.0","5.2","0","7.3","0","0","3","4","1","0","3","0","1","0","0","0","Willingness to Put Forth Effort","1","0","6.2","willing put forth effort"
"23","5.65","0","5.7","2","5.9","2.0","5.8","0.0","5.95","0","6.0","0.0","6.1","0","6.2","0","0","2","3","1","0","1","0","0","1","0","0","Responsible","1","0","5.9125","respons"
"24","8.2","0","7.9","0","9.3","0.0","9.0","0.0","8.1","0","6.7","0.0","7.2","0","7.3","0","0","1","3","1","0","1","0","0","0","0","0","Solid Social and Emotional Skills","1","0","7.9625","solid social emot skill"
"25","4.2","3","3.8","2","3.4","1.0","3.7","0.0","4.32","0","4.2","0.0","4.64","0","4.95","0","0","3","5","1","0","1","0","0","0","0","0","Does not follow my lecture","0","0","4.15125","follow lectur"
"26","4.7","1","3.5","3","3.7","2.0","4.1","","3.56","0","3.4","0.0","4.89","0","4.19","0","0","2","5","1","0","1","0","1","0","0","0","Always late and Does not follow my lecture","0","0","4.005","alway late follow lectur"
"27","3.9","1","3.4","1","3.8","2.0","4.6","1.0","4.6","0","4.25","0.0","4.6","0","3.62","0","0","3","5","1","0","1","0","0","0","0","0","Argues with teacher","0","0","4.09625","argu teacher"
"28","7.56","0","8.41","0","9.46","0.0","8.0","0.0","8.5","0","8.6","0.0","8.3","0","8.2","0","0","3","1","1","0","1","1","1","1","1","0","Self-Motivated","1","0","8.37875",""
"29","8.78","0","8.64","0","7.93","0.0","8.96","0.0","8.67","0","8.67","0.0","8.41","0","8.5","0","0","3","2","1","0","2","0","1","0","1","0","Respectful to Authority and Others","1","0","8.57","respect author other"
"30","3.7","1","3.4","1","3.9","1.0","3.2","1.0","4.25","0","3.9","0.0","4.25","0","3.0","0","0","3","5","1","0","1","0","1","0","0","0","Argues with teacher and Bunk lectuer","0","0","3.7","argu teacher bunk lectuer"
"31","6.2","1","9.0","1","6.3","1.0","6.8","0.0","6.7","0","6.5","0.0","6.2","0","6.6","0","0","1","3","1","0","1","0","1","0","1","0","Good leadership skills","1","0","6.7875","good leadership skill"
"32","3.8","1","3.4","1","4.1","2.0","4.3","1.0","3.0","0","3.9","0.0","3.0","0","3.6","0","0","3","5","1","0","3","0","1","0","0","0","Argues with teacher and Bunk lectuer","0","0","3.6375","argu teacher bunk lectuer"
"33","7.2","0","7.96","0","6.39","0.0","7.3","0.0","7.6","0","7.5","0.0","8.41","0","8.4","0","0","3","2","1","0","2","1","1","0","1","0","Self-Motivated","1","0","7.595",""
"34","8.15","0","7.8","0","8.18","0.0","9.0","0.0","8.83","0","8.5","0.0","8.3","0","8.6","0","0","3","3","1","0","1","0","1","0","1","0","Excellent performance","1","0","8.42","excel perform"
"35","3.8","1","3.7","3","3.3","2.0","3.2","0.0","4.8","0","4.2","0.0","3.57","0","4.21","0","0","2","4","1","0","1","0","0","0","0","0","Needs improvement","0","0","3.8475","need improv"
"36","7.2","0","6.2","0","5.5","0.0","7.3","0.0","5.5","0","7.6","0.0","7.4","0","6.7","0","1","2","1","1","0","1","1","1","1","1","1","Self-Motivated","1","0","6.675",""
"37","8.2","0","5.73","2","6.3","2.0","6.2","0.0","8.9","0","7.6","0.0","7.1","0","5.9","0","1","2","2","1","0","1","1","1","1","1","0","Good but can be better","1","0","6.99125","good better"
"38","4.89","2","4.72","2","4.61","2.0","4.58","0.0","4.9","0","4.65","0.0","4.23","0","3.99","0","0","2","5","1","0","1","0","1","0","0","0","Poor attendance","0","0","4.57125","poor attend"
"39","6.69","0","6.8","1","6.42","0.0","6.5","0.0","6.4","0","6.3","0.0","6.8","0","7.0","1","0","2","2","0","0","1","1","1","1","0","0","Disciplined and hard working","1","0","6.61375","disciplin hard work"
"40","6.9","0","6.5","0","6.7","0.0","6.2","0.0","6.9","0","6.4","0.0","7.1","0","7.2","0","0","2","3","1","0","1","0","0","0","0","0","Good but can be better","1","0","6.7375","good better"
"41","5.57","0","5.69","0","5.02","0.0","5.9","2.0","5.96","0","6.0","0.0","6.1","0","6.3","0","0","3","4","1","0","1","1","1","1","0","0","Respectful to Authority and Others","1","0","5.8175","respect author other"
"42","6.0","1","5.9","2","5.8","1.0","5.9","0.0","6.0","0","6.1","0.0","6.2","0","6.4","0","1","3","2","1","0","3","1","1","1","1","0","Good leadership skills","1","1","6.0375","good leadership skill"
"43","3.5","2","4.1","1","3.9","1.0","3.7","2.0","3.69","0","3.4","0.0","3.9","0","4.2","0","0","1","5","1","0","2","0","0","0","0","0","Always late and Does not follow my lecture","0","0","3.79875","alway late follow lectur"
"44","9.0","0","9.0","0","8.0","0.0","8.5","0.0","8.4","0","8.6","0.0","8.3","0","8.2","0","0","3","3","1","0","2","0","1","0","0","0","Willingness to Put Forth Effort","1","1","8.5","willing put forth effort"
"45","5.8","1","5.5","2","6.0","1.0","6.1","0.0","6.15","0","6.09","0.0","6.2","0","6.4","0","0","2","2","1","0","1","0","1","1","0","0","Good but can be better","1","0","6.03","good better"
"46","4.2","2","4.6","2","4.1","1.0","3.4","2.0","3.11","0","4.1","0.0","3.11","0","3.9","0","0","2","5","1","0","1","0","1","0","0","0","Needs improvement and Not attentive","0","0","3.815","need improv attent"
"47","6.95","0","7.67","0","6.25","0.0","6.92","0.0","6.9","0","6.5","0.0","6.4","0","7.0","1","0","3","5","1","0","3","0","0","0","0","0","Excellent performance","1","0","6.82375","excel perform"
"48","3.7","1","4.9","2","3.7","1.0","3.5","1.0","4.9","0","4.12","0.0","3.4","0","3.68","0","0","3","3","1","0","3","0","1","0","0","0","Bunk lectuer","0","0","3.9875","bunk lectuer"
"49","6.1","2","6.1","1","6.5","2.0","5.9","0.0","5.4","0","5.2","0.0","6.1","0","6.2","1","0","3","3","1","0","1","1","1","1","1","1","Disciplined and hard working","1","1","5.9375","disciplin hard work"
"50","5.67","0","6.81","0","6.6","2.0","6.5","0.0","6.7","0","6.2","0.0","5.8","0","5.9","0","0","2","3","1","0","1","0","1","1","1","0","Good leadership skills","1","1","6.2725","good leadership skill"
"51","4.2","1","4.2","2","3.5","2.0","4.4","1.0","4.48","0","3.48","0.0","4.1","0","3.25","0","0","3","5","1","0","1","0","0","0","0","0","Argues with teacher","0","0","3.95125","argu teacher"
"52","8.3","0","8.74","0","7.25","0.0","9.0","0.0","8.74","0","9.0","0.0","9.1","0","8.8","0","0","3","1","1","0","3","0","1","1","1","0","Disciplined and hard working","1","0","8.61625","disciplin hard work"
"53","4.5","1","3.9","3","3.5","1.0","4.1","2.0","4.23","0","4.69","0.0","3.5","0","4.96","0","0","2","5","1","0","1","0","1","0","0","0","Poor attendance","0","0","4.1725","poor attend"
"54","4.69","2","4.25","2","4.65","1.0","4.48","1.0","4.62","0","4.09","0.0","4.58","0","3.89","0","0","3","3","1","0","1","0","1","0","0","0","Always late","0","0","4.40625","alway late"
"55","7.07","0","7.81","0","7.11","0.0","7.32","0.0","7.19","0","7.3","0.0","7.2","0","7.1","0","0","3","2","1","0","1","1","1","1","1","0","Solid Social and Emotional Skills","1","1","7.2625","solid social emot skill"
"56","7.3","0","7.2","1","6.77","0.0","6.9","0.0","6.8","0","7.2","0.0","7.1","0","7.3","0","0","1","2","1","0","1","0","1","0","1","0","Willingness to Put Forth Effort","1","0","7.07125","willing put forth effort"
"57","4.3","1","3.6","1","3.3","2.0","4.1","2.0","4.89","0","4.2","0.0","4.2","0","4.8","0","0","3","5","1","0","1","0","1","0","0","0","Not attentive","0","0","4.17375","attent"
"58","7.2","0","7.1","0","6.54","0.0","7.84","0.0","8.13","0","8.33","0.0","8.1","0","8.4","0","0","3","2","1","0","3","1","1","1","1","0","Eagerness to Learn","1","0","7.705","eager learn"
"59","6.98","0","7.2","0","7.4","0.0","7.6","0.0","7.3","0","8.0","0.0","7.9","0","7.8","1","0","2","3","1","0","2","0","1","0","1","0","Responsible","1","0","7.5225","respons"
"60","4.2","1","4.1","1","4.5","4.0","4.8","0.0","4.26","0","4.17","0.0","4.9","0","4.6","0","0","2","4","1","0","1","0","1","0","0","0","Very talkative","0","0","4.44125","talkat"
"61","5.8","0","6.15","0","6.09","0.0","6.0","0.0","7.5","0","7.2","0.0","7.1","0","7.6","1","1","3","3","1","0","1","1","1","1","0","0","Respectful to Authority and Others","1","0","6.68","respect author other"
"62","9.12","0","9.4","0","8.7","0.0","8.6","0.0","8.6","0","8.3","0.0","7.9","0","8.5","1","0","3","4","0","0","3","0","0","0","0","0","Self-Motivated","1","0","8.64",""
"63","3.9","2","3.4","1","4.2","2.0","4.1","1.0","4.52","0","4.2","0.0","3.7","0","4.5","0","0","2","5","1","0","1","0","1","0","0","0","Always late and Does not follow my lecture","0","0","4.065","alway late follow lectur"
"64","4.33","1","4.82","2","4.67","2.0","4.9","1.0","4.44","0","4.24","0.0","4.76","0","3.9","0","0","3","3","1","0","1","0","0","0","0","1","Needs improvement","0","0","4.5075","need improv"
"65","6.12","0","7.82","0","6.58","0.0","7.1","0.0","7.0","0","6.9","0.0","6.8","0","7.2","0","0","3","3","0","0","1","0","1","1","1","0","Excellent performance","1","0","6.94","excel perform"
"66","4.9","2","4.8","2","4.2","1.0","4.6","1.0","4.23","0","4.97","0.0","4.37","0","4.56","0","0","2","5","1","0","1","0","1","0","0","0","Does not follow my lecture","0","0","4.57875","follow lectur"
"67","3.6","1","3.7","1","4.6","2.0","4.2","1.0","4.87","0","4.22","0.0","4.9","0","4.27","0","0","3","5","1","0","2","0","0","0","0","0","Argues with teacher and Bunk lectuer","0","0","4.295","argu teacher bunk lectuer"
"68","9.05","0","9.0","0","9.1","0.0","9.2","0.0","9.5","0","9.4","0.0","8.9","0","9.2","0","0","3","3","1","0","3","1","1","0","0","0","Respectful to Authority and Others","1","0","9.16875","respect author other"
"69","4.6","1","3.7","1","3.8","2.0","3.1","2.0","4.19","0","3.29","0.0","3.7","0","3.7","0","0","3","5","0","0","1","0","1","0","0","0","Does not follow my lecture and Very talkative","0","0","3.76","follow lectur talkat"
"70","8.0","0","7.85","0","8.54","0.0","8.1","0.0","8.3","0","7.9","0.0","7.0","0","7.5","0","0","3","2","1","0","3","0","1","0","1","0","Excellent performance","1","0","7.89875","excel perform"
"71","6.89","0","7.6","0","7.9","0.0","7.8","0.0","7.5","0","7.6","0.0","7.4","0","7.9","0","1","2","1","1","0","1","0","1","1","0","0","Respectful to Authority and Others","1","1","7.57375","respect author other"
"72","6.7","0","6.67","0","6.69","0.0","6.9","0.0","6.8","0","6.4","0.0","6.2","0","6.1","0","0","3","2","1","0","1","1","1","0","1","0","Excellent performance","1","1","6.5575","excel perform"
"73","3.4","2","3.5","2","4.6","1.0","3.5","1.0","4.27","0","4.88","0.0","3.8","0","3.8","0","0","2","5","1","0","3","0","0","0","0","0","Bunk lectuer","0","0","3.96875","bunk lectuer"
"74","7.68","0","7.02","0","7.02","0.0","7.0","0.0","7.35","0","8.28","0.0","8.3","0","8.5","0","0","1","4","1","0","1","1","1","1","1","0","Self-Motivated","1","0","7.64375",""
"75","3.2","1","3.8","2","4.6","3.0","3.6","2.0","4.21","0","3.07","0.0","4.7","0","4.2","0","0","2","3","0","0","3","0","1","0","0","0","Does not follow my lecture and Very talkative","0","0","3.9225","follow lectur talkat"
"76","7.2","0","7.26","0","7.5","0.0","8.0","0.0","7.9","0","8.2","0.0","8.4","0","7.5","0","0","3","3","1","0","1","0","1","0","1","0","Willingness to Put Forth Effort","1","0","7.745","willing put forth effort"
"77","9.42","0","9.34","0","8.02","0.0","7.84","0.0","8.2","0","8.3","0.0","8.8","0","8.4","0","0","3","3","1","0","3","1","1","1","1","0","Responsible","1","0","8.54","respons"
"78","3.2","1","3.9","1","3.8","2.0","3.5","1.0","4.25","0","4.58","0.0","4.2","0","4.09","0","0","3","5","1","0","1","0","1","0","0","0","Bunk lectuer","0","0","3.94","bunk lectuer"
"79","7.1","0","7.2","0","6.88","0.0","6.9","0.0","6.7","0","7.5","0.0","7.3","0","7.3","0","0","3","3","1","0","2","1","0","0","1","0","Disciplined and hard working","1","0","7.11","disciplin hard work"
"80","3.6","3","4.5","3","3.7","0.0","4.2","0.0","4.28","0","4.22","0.0","3.8","0","4.2","0","0","3","3","1","0","1","0","1","0","0","0","Disappointed performance","0","0","4.0625","disappoint perform"
"81","7.5","0","6.2","0","6.3","1.0","6.0","0.0","6.8","0","5.9","0.0","6.5","0","6.4","0","0","1","2","1","0","1","1","1","0","0","1","Good leadership skills","1","1","6.45","good leadership skill"
"82","6.89","0","6.8","2","6.2","2.0","6.9","0.0","6.3","0","6.7","0.0","6.4","0","6.8","1","1","2","2","1","0","2","1","1","1","0","0","Solid Social and Emotional Skills","1","0","6.62375","solid social emot skill"
"83","3.9","3","3.4","2","4.1","2.0","4.3","1.0","3.78","0","3.58","0.0","3.78","0","4.02","0","0","2","5","1","0","1","0","1","0","0","0","Does not follow my lecture","0","0","3.8575","follow lectur"
"84","3.5","1","4.2","1","4.9","1.0","4.7","1.0","3.87","0","4.12","0.0","4.3","0","3.21","0","0","1","5","1","0","3","0","1","0","0","0","Bunk lectuer","0","0","4.1","bunk lectuer"
"85","5.9","0","5.6","0","5.8","1.0","6.1","0.0","6.15","0","6.09","0.0","6.12","0","6.4","0","0","2","5","1","0","1","1","1","1","1","1","Good leadership skills","1","0","6.02","good leadership skill"
